codigoUasg,nomeUasg,usoSisg,adesaoSiasg,siglaUf,codigoMunicipio,codigoMunicipioIbge,nomeMunicipioIbge,codigoUnidadePolo,nomeUnidadePolo,codigoUnidadeEspelho,nomeUnidadeEspelho,uasgCadastradora,cnpjCpfUasg,codigoOrgao,cnpjCpfOrgao,cnpjCpfOrgaoVinculado,cnpjCpfOrgaoSuperior,codigoSiorg,statusUasg,dataImplantacaoSidec,dataHoraMovimento
158741,INST. FED. CAMPUS SERRA TALHADA,True,True,PE,25771,2613909.0,SERRA TALHADA,0,,0,,True,,26430,10830301000104,00394445000101,00394411000109,00204800,True,2014-10-15T03:00:00.000+00:00,2020-12-20T11:02:00
158465,INST FED.DE PERNAMBUCO/CAMPUS VITORIA S.ANTAO,True,True,PE,26271,2616407.0,VITÓRIA DE SANTO ANTÃO,158136,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",0,,True,,26418,10767239000145,00394445000101,00394411000109,00001185,True,2010-01-18T02:00:00.000+00:00,2023-01-20T12:30:00
170341,ALFANDEGA DO PORTO DE SUAPE-PE,True,True,PE,24430,2607208.0,IPOJUCA,170058,SUP.REGIONAL RECEITA FEDERAL 4A.RF/PE,0,,False,,25000,00394460000141,00394411000109,00394411000109,11880,True,2001-12-31T02:00:00.000+00:00,2019-12-15T16:01:00
158149,INST.FED.EDUC.CIENC.E TEC.SERTãO PERNAMBUCANO,True,True,PE,25216,2611101.0,PETROLINA,0,,0,,True,,26430,10830301000104,00394445000101,00394411000109,215830,True,2009-06-17T03:00:00.000+00:00,2019-12-15T10:16:00
158136,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",True,True,PE,25313,2611606.0,RECIFE,0,,0,,True,,26418,10767239000145,00394445000101,00394411000109,100922,True,2009-05-22T03:00:00.000+00:00,2022-12-17T11:11:00
158466,INST FED.DE PERNAMBUCO/CAMPUS BARREIROS,True,True,PE,23272,2601409.0,BARREIROS,158136,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",0,,True,,26418,10767239000145,00394445000101,00394411000109,1184,True,2010-01-18T02:00:00.000+00:00,2012-05-03T09:52:00
158477,INST FED.DE PERNAMBUCO/CAMPUS PESQUEIRA,True,True,PE,25178,2610905.0,PESQUEIRA,158136,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",0,,True,,26418,10767239000145,00394445000101,00394411000109,00103812,True,2010-01-18T02:00:00.000+00:00,2019-12-15T17:10:00
158500,INST FED.SERTãO PERNAMBUCANO/CAMPUS FLORESTA,True,True,PE,24139,2605707.0,FLORESTA,0,,0,,True,,26430,10830301000104,00394445000101,00394411000109,105781,True,2010-01-18T02:00:00.000+00:00,2016-01-15T15:12:00
158478,INST FED.DE PERNAMBUCO/CAMPUS BELO JARDIM,True,True,PE,23337,2601706.0,BELO JARDIM,158136,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",0,,True,,26418,10767239000145,00394445000101,00394411000109,1183,True,2010-01-18T02:00:00.000+00:00,2022-12-17T14:34:00
158499,INST FED.SERTãO PERNAMBUCANO/CAMPUS PETROLINA,True,True,PE,25216,2611101.0,PETROLINA,0,,0,,True,,26430,10830301000104,00394445000101,00394411000109,105249,True,2010-01-18T02:00:00.000+00:00,2015-11-27T17:01:00
175028,CAIXA/GI.DE LICIT.CONTRATACOES EM RECIFE/PE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,25220,70000000013074,00394460000141,00394411000109,,True,1999-07-15T03:00:00.000+00:00,2015-11-11T14:07:00
193371,DIV. DE ESTUDOS E PESQ REGIONAIS/SUDENE-PE,True,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,20601,10890804000167,03353358000196,00394411000109,,True,1999-07-15T03:00:00.000+00:00,2010-07-07T18:30:00
193393,DIV. DE ADM. DE PESSOAL - SUDENE,True,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,20601,10890804000167,03353358000196,00394411000109,,True,1999-07-15T03:00:00.000+00:00,2010-07-07T18:30:00
170340,MF ALFANDEGA AEROPORTO INT. GUARARAPES - PE,True,True,PE,25313,2611606.0,RECIFE,170058,SUP.REGIONAL RECEITA FEDERAL 4A.RF/PE,0,,False,,25000,00394460000141,00394411000109,00394411000109,4796,True,2001-12-31T02:00:00.000+00:00,2019-12-15T11:18:00
195023,CIA DE DES.DOS VALES DO S.FRANC E DO PARNAIBA,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,22203,00399857000126,03353358000196,00394411000109,,True,2023-08-11T03:00:00.000+00:00,2025-07-22T09:26:00
158570,INST.FED.DO SERTÃO PERNAMB/CAMPUS OURICURI,True,True,PE,24970,2609907.0,OURICURI,0,,0,,True,,26430,10830301000104,00394445000101,00394411000109,105248,True,2010-01-24T02:00:00.000+00:00,2011-10-27T10:18:00
158740,INST.FED.CAMPUS SANTA MARIA DA BOA VISTA,True,True,PE,25518,2612604.0,SANTA MARIA DA BOA VISTA,0,,0,,True,,26430,10830301000104,00394445000101,00394411000109,204801,True,2014-10-15T03:00:00.000+00:00,2023-09-13T14:23:00
232637,ESCRITOR JOSUE DE CASTRO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,85622,10565000000192,10571982000125,0,,True,2025-02-28T03:00:00.000+00:00,2025-02-28T15:22:00
257047,DISTRITO SANIT.ESP.INDÍGENA - PERNAMBUCO,True,True,PE,25313,2611606.0,RECIFE,257020,SECRETARIA ESPECIAL DE SAUDE INDIGENA - SESAI,0,,False,,36000,00394544000185,00394411000109,00394411000109,44331,True,2011-05-24T03:00:00.000+00:00,2018-12-15T13:33:00
335014,DATAPREV - UNIDADE REGIONAL PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,238014,EMPRESA DE TEC. E INFORMAÇOES DA PREVID. S.A.,0,,False,,57280,42422253000101,00489828000155,00394411000109,,True,2002-06-03T03:00:00.000+00:00,2024-05-14T08:12:00
400072,SUPERINTENDÊNCIA REG. DO TRABALHO E EMPREGO,True,True,PE,25313,2611606.0,RECIFE,0,,0,,True,,40000,23612685000122,00394411000109,00394411000109,,True,2016-05-27T03:00:00.000+00:00,2024-02-05T10:30:00
455526,PREFEITURA MUNICIPAL DE CAMOCIM DE SÃO FÉLIX,False,True,PE,23698,2603504.0,CAMOCIM DE SÃO FÉLIX,0,,0,,False,,94620,10571982000125,0,0,,True,2010-05-11T03:00:00.000+00:00,2010-09-15T16:36:00
462406,FUNDO MUNICIPAL DE SAUDE DE PAUDALHO - PE,False,True,PE,25119,2610608.0,PAUDALHO,0,,0,,False,,98972,07868234000102,11097383000184,10571982000125,,True,2020-02-05T03:00:00.000+00:00,2024-04-07T15:14:00
462549,AGÊNCIA DE DEFESA FISC.AGROPEC.DO ESTADO PE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-06-28T03:00:00.000+00:00,2024-05-17T08:49:00
460577,FUNDO MUNICIPAL DE SAUDE DE POMBOS,False,True,PE,25259,2611309.0,POMBOS,0,,0,,False,,94620,10571982000125,0,0,,True,2019-11-07T03:00:00.000+00:00,2020-12-20T17:34:00
459237,SECRETARIA DA CULTURA DO ESTADO DE PERNANBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2021-02-05T03:00:00.000+00:00,2021-12-12T19:28:00
514197,FRGPS - APS SERRA TALHADA,False,False,PE,25771,2613909.0,SERRA TALHADA,0,,0,,False,,37904,16727230000197,,,,True,2017-06-21T03:00:00.000+00:00,2017-12-16T15:14:00
456366,AGENCIA DE DES ECONOMICO DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2019-04-08T03:00:00.000+00:00,2019-12-15T09:55:00
514180,FRGPS - GERENCIA EXECUTIVA RECIFE,False,False,PE,25313,2611606.0,RECIFE,0,,0,,False,,37904,16727230000197,,,,True,2017-06-21T03:00:00.000+00:00,2017-12-16T15:14:00
514195,FRGPS - GERENCIA EXECUTIVA PETROLINA,False,False,PE,25216,2611101.0,PETROLINA,0,,0,,False,,37904,16727230000197,,,,True,2017-06-21T03:00:00.000+00:00,2017-12-16T15:14:00
458688,AUTARQUIA EDUCAC.DO VALE DO SÃO FRANCISCO-PE,False,True,PE,25216,2611101.0,PETROLINA,0,,0,,False,,98977,11157971000166,10358190000177,10571982000125,,True,2020-10-14T03:00:00.000+00:00,2024-04-07T15:14:00
925340,INST. DESENV. SOCIAL E TRABALHO - PE,False,False,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2006-07-17T03:00:00.000+00:00,2010-03-18T10:00:00
925383,"SECRETARIA DE CIÊNCIA, TECN. E MEIO AMBIENTE",False,False,PE,25313,2611606.0,RECIFE,0,,0,,False,,25201,00038166000105,00394460000141,00394411000109,A39617,True,2006-08-21T03:00:00.000+00:00,2010-03-18T10:00:00
514206,FRGPS - GERENCIA EXECUTIVA GARANHUNS,False,False,PE,24198,2606002.0,GARANHUNS,0,,0,,False,,37904,16727230000197,,,,True,2017-06-21T03:00:00.000+00:00,2017-12-16T15:14:00
925215,GOVERNO DO ESTADO DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2006-01-27T02:00:00.000+00:00,2024-03-01T08:12:00
925135,BANCO CENTRAL DO BRASIL - RECIFE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,25201,00038166000105,00394460000141,00394411000109,69805,True,2005-07-20T03:00:00.000+00:00,2018-12-15T12:59:00
925356,TRIBUNAL DE CONTAS DO ESTADO DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94622,11435633000149,10571982000125,0,,True,2023-04-18T03:00:00.000+00:00,2023-04-18T14:30:00
925604,FUND. DE AMPARO à PESQUISA DE RECURSOS VIVOS,False,False,PE,5584,2614857.0,TAMANDARÉ,0,,0,,False,,94620,10571982000125,0,0,,True,2007-03-09T03:00:00.000+00:00,2010-03-18T10:00:00
925927,ECT - DIRETORIA REGIONAL DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,148002,CORREIOS SEDE,0,,False,,49280,34028316000103,37753638000103,00394411000109,,True,2008-04-25T03:00:00.000+00:00,2013-07-04T13:33:00
925795,SENAI DEPARTAMENTO REGIONAL DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,39305,03789272000100,33564543000190,0,,True,2007-08-22T03:00:00.000+00:00,2024-10-09T14:44:00
926026,SERVICO SOCIAL DO COMERCIO - SESC AR/PE,False,False,PE,25313,2611606.0,RECIFE,0,,0,,False,,39206,03482931000161,33469164000111,0,,True,2009-02-10T02:00:00.000+00:00,2024-10-09T10:37:00
926041,FUNDAÇÃO DE APOIO AO DESENVOLVIMENTO DA UFPE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,26242,24134488000108,00394445000101,00394411000109,,True,2009-05-13T03:00:00.000+00:00,2013-02-22T08:29:00
926073,REFINARIA ABREU E LIMA S.A,False,True,PE,24430,2607208.0,IPOJUCA,910816,PETROLEO BRASILEIRO S/A,0,,False,,91084,02709449000159,37115383000153,00394411000109,,True,2010-02-08T02:00:00.000+00:00,2012-06-29T15:32:00
925690,ASSOCIAÇÃO CONVIVER NO SERTÃO,False,True,PE,24856,2609303.0,MIRANDIBA,0,,0,,False,,25201,00038166000105,00394460000141,00394411000109,,True,2007-05-08T03:00:00.000+00:00,2010-03-18T10:00:00
925499,MOVIMENTO GAY LEÕES DO NORTE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,25201,00038166000105,00394460000141,00394411000109,,True,2006-11-08T02:00:00.000+00:00,2010-03-18T10:00:00
925705,FUNDO DE TERRAS DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,25201,00038166000105,00394460000141,00394411000109,,True,2007-05-08T03:00:00.000+00:00,2010-03-18T10:00:00
925412,EMPRESA PERNAMBUCANA DE PESQUISA AGROPECUáRIA,False,False,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2006-09-19T03:00:00.000+00:00,2010-03-18T10:00:00
926172,EMPR. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA,False,True,PE,25313,2611606.0,RECIFE,925305,EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA,0,,False,,36000,00394544000185,00394411000109,00394411000109,,True,,2015-11-27T15:31:00
926288,SECRETARIA MUNICIPAL DE SAUDE DE PETROLINA-PE,False,True,PE,25216,2611101.0,PETROLINA,0,,0,,False,,98979,06081158000110,10358190000177,10571982000125,,True,2021-09-16T03:00:00.000+00:00,2024-04-07T15:14:00
926075,FUNDAÇÃO ESTATAL MUNC.DE SAÚDE DE PETROLINA,False,True,PE,25216,2611101.0,PETROLINA,0,,0,,False,,98976,09582921000184,10358190000177,10571982000125,,True,2010-02-17T02:00:00.000+00:00,2024-04-07T15:14:00
925670,CENTRO DE EDUC.E CULTURA DO TRABALHADOR RURAL,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,25201,00038166000105,00394460000141,00394411000109,,True,2007-05-07T03:00:00.000+00:00,2010-03-18T10:00:00
926171,EMP. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA,False,True,PE,25313,2611606.0,RECIFE,925305,EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA,0,,False,,36000,00394544000185,00394411000109,00394411000109,,True,2011-10-31T02:00:00.000+00:00,2024-04-17T10:19:00
926496,TRIBUNAL DE JUSTIÇA DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94625,11431327000134,10571982000125,0,,True,2021-12-13T03:00:00.000+00:00,2022-12-17T17:09:00
927058,CENTRO UNIVERSIT.INTEG.SAÚDE AMAURY MEDEIROS,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-07-20T03:00:00.000+00:00,2024-06-19T15:34:00
462849,FUNDO MUNICIPAL DE SAUDE DE SÃO CAITANO - PE,False,True,PE,25615,2613107.0,SÃO CAITANO,0,,0,,False,,98991,12775279000164,10091585000156,10571982000125,,True,2020-06-01T03:00:00.000+00:00,2024-04-07T15:14:00
514199,FRGPS - GERENCIA EXECUTIVA CARUARU,False,False,PE,23817,2604106.0,CARUARU,0,,0,,False,,37904,16727230000197,,,,True,2017-06-21T03:00:00.000+00:00,2017-12-16T15:14:00
926117,SECRETARIA DA FAZENDA DO GOVERNO DE PE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2024-08-14T03:00:00.000+00:00,2024-08-14T12:33:00
926174,EMPR. BRAS. DE HEMODERIVADOS E BIOECNOLOGIA,False,True,PE,24236,2606200.0,GOIANA,925305,EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA,0,,False,,36000,00394544000185,00394411000109,00394411000109,,True,2011-10-31T02:00:00.000+00:00,2015-11-27T15:32:00
926175,EMPR. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA,False,True,PE,24570,2607901.0,JABOATÃO DOS GUARARAPES,925305,EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA,0,,False,,36000,00394544000185,00394411000109,00394411000109,,True,2011-10-31T02:00:00.000+00:00,2015-11-27T15:33:00
927093,FUNDO MUNICIPAL DE SAÚDE DE RECIFE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-08-13T03:00:00.000+00:00,2021-12-12T12:20:00
927108,SECRETARIA DA MULHER/PE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-08-20T03:00:00.000+00:00,2024-05-13T09:13:00
927202,AGÊNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-10-04T03:00:00.000+00:00,2018-12-15T09:01:00
927209,FUNDAÇÃO DE APOS. E PENSÕES DOS SERV. DE PE,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2024-04-23T03:00:00.000+00:00,2024-04-23T15:13:00
926264,INSTITUTO DE PESOS E MEDIDAS DO EST.DE PERNAM,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2013-02-18T03:00:00.000+00:00,2024-01-19T11:31:00
926268,SECR. DO MIN. PUBLICO DO EST. DE PERNAMBUCO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2013-03-14T03:00:00.000+00:00,2013-03-14T17:26:00
926863,HOSPITAL DA RESTAURAÇÃO,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-04-23T03:00:00.000+00:00,2018-12-15T14:10:00
927407,1ª COMPANHIA INDEP DE POL E MEIO AMB DA PM/PE,False,True,PE,24350,2606804.0,IGARASSU,0,,0,,False,,94620,10571982000125,0,0,,True,2019-04-08T03:00:00.000+00:00,2019-12-15T10:13:00
926807,AUTARQUIA DO ENSINO SUPERIOR DE GARANHUNS -PE,False,True,PE,24198,2606002.0,GARANHUNS,0,,0,,False,,94709,11224920000100,24513574000121,08993917000146,,True,2017-12-14T02:00:00.000+00:00,2024-04-07T15:14:00
926809,SECRETARIA MUNICIPAL DE SAUDE DE CARUARU - PE,False,True,PE,23817,2604106.0,CARUARU,0,,0,,False,,94699,10572048001523,10091536000113,10571982000125,,True,2017-12-19T02:00:00.000+00:00,2024-04-07T15:14:00
926992,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,False,True,PE,25313,2611606.0,RECIFE,0,,0,,False,,94620,10571982000125,0,0,,True,2018-06-29T03:00:00.000+00:00,2018-12-15T11:27:00
