idCompra,numeroControlePNCP,anoCompraPncp,sequencialCompraPncp,orgaoEntidadeCnpj,orgaoSubrogadoCnpj,codigoOrgao,orgaoEntidadeRazaoSocial,orgaoSubrogadoRazaoSocial,orgaoEntidadeEsferaId,orgaoSubrogadoEsferaId,orgaoEntidadePoderId,orgaoSubrogadoPoderId,unidadeOrgaoCodigoUnidade,unidadeSubrogadaCodigoUnidade,unidadeOrgaoNomeUnidade,unidadeSubrogadaNomeUnidade,unidadeOrgaoUfSigla,unidadeSubrogadaUfSigla,unidadeOrgaoMunicipioNome,unidadeSubrogadaMunicipioNome,unidadeOrgaoCodigoIbge,unidadeSubrogadaCodigoIbge,numeroCompra,modalidadeIdPncp,codigoModalidade,modalidadeNome,srp,modoDisputaIdPncp,codigoModoDisputa,amparoLegalCodigoPncp,amparoLegalNome,amparoLegalDescricao,informacaoComplementar,processo,objetoCompra,existeResultado,orcamentoSigilosoCodigo,orcamentoSigilosoDescricao,situacaoCompraIdPncp,situacaoCompraNomePncp,tipoInstrumentoConvocatorioCodigoPncp,tipoInstrumentoConvocatorioNome,modoDisputaNomePncp,valorTotalEstimado,valorTotalHomologado,dataInclusaoPncp,dataAtualizacaoPncp,dataPublicacaoPncp,dataAberturaPropostaPncp,dataEncerramentoPropostaPncp,contratacaoExcluida,fonte
92666506000342022,09852690000181-1-000015/2022,2022,15,09852690000181,,59926,CONSELHO REGIONAL DOS REPRESENTANTES COMERCIAIS NO ESTADO DE PERNAMBUCO,,F,,E,,926665,,CONS REG REP COMERCIAIS DE PERNAMBUCO,,PE,,RECIFE,,2611606,,00034,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Art. 75º, Inciso II da Lei nº 14.133 de 1º/04/2021.",612022,"Álcool em GEL À BASE DE ÁLCOOL ETÍLICO PARA HIGIENIZAÇÃO, 70 %, COM AÇÃO ANTISSÉPTICA, SEM ENXÁGUE, DESTINADO E ESPECÍFICO À ASSEPSIA DAS MÃOS (COM EMOLIENTE HIDRATANTE). GALÃO DE 5L, FRAGRÂNCIA: NEUTRA. Marca de referência: Becker, Asseptgel ou equivalente.",True,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,340.0,249.45,2023-01-10T12:24:59,2023-01-10T12:24:59,2023-01-10T12:24:59,2023-01-10T12:24:58,2023-01-13T07:59:59,False,14133
15442106000012023,05440725000114-1-000001/2023,2023,1,05440725000114,,93340,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,,F,,E,,154421,,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,,PE,,PETROLINA,,2611101,,00001,8,6,Dispensa,False,5,5,38,"Lei 14.133/2021, Art. 75, VIII","Dispensa de Licitação: nos casos de emergência ou de calamidade pública, quando caracterizada urgência de atendimento de situação que possa ocasionar prejuízo ou comprometer a continuidade dos serviços públicos ou a segurança de pessoas, obras, serviços, equipamentos e outros bens, públicos ou particulares, e somente para aquisição dos bens necessários ao atendimento da situação emergencial ou calamitosa e para as parcelas de obras e serviços que possam ser concluídas no prazo máximo de 1 (um) ano, contado da data de ocorrência da emergência ou da calamidade, vedadas a prorrogação dos respectivos contratos e a recontratação de empresa já contratada com base no disposto neste inciso","O atual contrato se encontra em fase de término, não podendo ser prorrogado conforme Art. 57, II, da Lei nº 9.866 de 1993",23402045768202207,Contratação de empresa para prestação de serviços de SEGURO TOTAL para os veículos oficiais pertencentes ao Projeto de Integração do Rio São Francisco – PISF/UNIVASF.,True,1,Compra sem sigilo,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta,Não se aplica,85089.64,85089.64,2023-01-11T09:22:03,2023-01-11T09:22:03,2023-01-11T09:22:03,,,False,14133
17005806000022023,00394460000141-1-000011/2023,2023,11,00394460000141,,45178,MINISTERIO DA FAZENDA,,F,,E,,170058,,SUP.REGIONAL RECEITA FEDERAL 4A.RF/PE,,PE,,RECIFE,,2611606,,00002,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras",Conforme item 2.1 do Projeto Básico.,19615720004202311,"Aquisição do botijão de gás de cozinha 13kg, próprio para fogão residencial e com entrega de forma parcelada, de acordo com as necessidades da Delegacia da Receita Federal em Caruaru/PE. A entrega deverá ocorrer no prazo máximo de até 02 (dois) dias após a solicitação. ",False,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,1352.2,,2023-01-11T14:09:36,2023-01-11T14:09:36,2023-01-11T14:09:36,2023-01-11T14:09:35,2023-01-16T07:59:59,False,14133
38945206000012023,09822982000171-1-000001/2023,2023,1,09822982000171,,59925,CONSELHO REGIONAL DE FARMACIA DO ESTADO DE PERNAMBUCO,,F,,E,,389452,,CONSELHO REG. DE FARMACIA DE PERNAMBUCO,,PE,,RECIFE,,2611606,,00001,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","O valor estimado do fornecimento para 12 meses é inferior a R$ 54.020,41.",001/2023,Contratação de empresa para fornecimento parcelado de gêneros alimentícios (café e açúcar) para CRF-PE.,True,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,8778.78,5904.0,2023-01-11T16:12:12,2023-01-17T16:31:43,2023-01-11T16:12:12,2023-01-17T16:31:42,2023-01-23T07:59:59,False,14133
92666506000012023,09852690000181-1-000001/2023,2023,1,09852690000181,,59926,CONSELHO REGIONAL DOS REPRESENTANTES COMERCIAIS NO ESTADO DE PERNAMBUCO,,F,,E,,926665,,CONS REG REP COMERCIAIS DE PERNAMBUCO,,PE,,RECIFE,,2611606,,00001,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Art. 75º, Inciso II da Lei nº 14.133 de 1º/04/2021.",01/2023,"Aquisição e instalação de cortina tipo rolô em ambiente de trabalho no 9º andar do Empresarial Padre Roma para o Conselho Regional dos Representantes Comerciais no Estado de Pernambuco (Core-PE) conforme especificações, dimensões e condições estabelecidas na tabela de especificação técnica.",True,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,2636.57,2635.0,2023-01-12T13:11:50,2023-01-12T13:11:50,2023-01-12T13:11:50,2023-01-12T13:11:49,2023-01-17T07:59:59,False,14133
13002506000162023,00396895000125-1-000001/2023,2023,1,00396895000125,,47089,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",,F,,E,,130025,,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,,PE,,RECIFE,,2611606,,00016,8,6,Dispensa,False,5,5,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Necessário para o controle de pragas, desinsetização e desratização, nas dependências da SFA-PE.",210360028512022,"Serviço controle de pragas, desinsetização e desratização em três dependências da Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado de Pernambuco – SFA-PE.",True,1,Compra sem sigilo,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta,Não se aplica,18780.0,18780.0,2023-01-12T15:39:21,2023-01-12T15:39:21,2023-01-12T15:39:21,,,False,14133
98233306000012023,10571982000125-1-000001/2023,2023,1,10571982000125,,60381,ESTADO DE PERNAMBUCO,,E,,N,,982333,,PREFEITURA MUNICIPAL DE BELO JARDIM,,PE,,BELO JARDIM,,2601706,,00001,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Conforme disposto no Art. 75º, Inciso II da Lei nº 14.133 de 1º/04/2021.",010,Contratação de empresa especializada no fornecimento de Licença de Software de Ponto Offline.,False,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,7053.52,,2023-01-17T14:48:10,2023-01-17T14:48:10,2023-01-17T14:48:10,2023-01-17T14:48:08,2023-01-23T07:59:59,False,14133
92666506000022023,09852690000181-1-000002/2023,2023,2,09852690000181,,59926,CONSELHO REGIONAL DOS REPRESENTANTES COMERCIAIS NO ESTADO DE PERNAMBUCO,,F,,E,,926665,,CONS REG REP COMERCIAIS DE PERNAMBUCO,,PE,,RECIFE,,2611606,,00002,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Art. 75º, Inciso II da Lei nº 14.133 de 1º/04/2021.",022023,"Contratação de empresa especializada em serviços de transporte, desmontagem/montagem de mobiliário, embalagem/desembalagem, incluindo os trabalhos de carga e descarga em caminhão tipo “baú”, visando ao transporte de mobiliários gerais e de escritórios, de acordo com o destino conforme Termo de Referência.",True,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,2222.5,1700.0,2023-01-17T16:52:44,2023-01-17T16:52:44,2023-01-17T16:52:44,2023-01-17T16:52:43,2023-01-20T07:59:59,False,14133
78360206000012023,00394502000144-1-000036/2023,2023,36,00394502000144,,46041,COMANDO DA MARINHA,,F,,E,,783602,,ESCOLA APRENDIZES DE MARINHEIROS/PE,,PE,,OLINDA,,2609600,,00001,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras",A empresa vencedora do PE referente ao objeto desta dispensa eletrônica não cumpriu com as obrigações previstas no Edital, 6313300014120233,O objeto da presente dispensa eletrônica é aquisição do item mistura para fabricação de pão francês.,True,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,14403.0,14280.0,2023-01-18T10:51:36,2023-01-18T10:51:36,2023-01-18T10:51:36,2023-01-18T10:51:34,2023-01-23T07:59:59,False,14133
20020706000012023,10571982000125-1-000002/2023,2023,2,10571982000125,,60381,ESTADO DE PERNAMBUCO,,E,,N,,200207,,PROCURADORIA REGIONAL DA REPUBLICA-5A.REGIAO,,PE,,RECIFE,,2611606,,00001,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Valor abaixo do limite previsto no inciso II, art. 75, da Lei 14.133/2021.",1.05.0021/2023-98,O objeto da presente dispensa é a escolha da proposta mais vantajosa para a contratação por dispensa de licitação de Seguro Predial para o edifício-sede da Procuradoria Regional da República da 5ª Região.,True,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,3677.92,3200.0,2023-01-18T14:32:23,2023-01-18T14:32:23,2023-01-18T14:32:23,2023-01-18T14:32:22,2023-01-24T09:59:59,False,14133
09003106000452023,00508903000188-1-000018/2023,2023,18,00508903000188,,87693,JUSTICA FEDERAL DE PRIMEIRA INSTANCIA,,F,,J,,090031,,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO,,PE,,RECIFE,,2611606,,00045,8,6,Dispensa,False,4,4,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Enquadramento no Art. 75º, Inciso II da Lei nº 14.133 de 1º/04/2021.",0013331-53.2022,"Aquisição de CARTÃO DE CÓDIGO DE BARRAS EM PVC, para uso dos servidores que não conseguem registrar a frequência com suas digitais nos relógios de ponto do TRF-5ªR. Os cartões devem ser de PVC, formato padrão 54mm x 86mm, espaçamento 2 de 5 intercalado e até 10 dígitos.",False,1,Compra sem sigilo,1,Divulgada no PNCP,2,Aviso de Contratação Direta,Dispensa Com Disputa,357.0,,2023-01-18T18:54:13,2023-01-18T18:54:13,2023-01-18T18:54:13,2023-01-18T18:54:11,2023-01-24T07:59:59,False,14133
13002506000152022,00396895000125-1-000521/2022,2022,521,00396895000125,,47089,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",,F,,E,,130025,,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,,PE,,RECIFE,,2611606,,00015,8,6,Dispensa,False,5,5,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","Justifica-se a presente serviço, tendo em vista atender as necessidades prementes de manter as condições básicas. ",21036.00284720221,"Serviço de locação de caçamba estacionária aberta, com capacidade mínima de armazenamento de 5m³ (cinco metros cúbicos), para depósito de resíduos de podas de árvores e entulhos, incluindo coleta, transporte e procedimento de descarte para atender SFA-PE.",True,1,Compra sem sigilo,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta,Não se aplica,18000.0,18000.0,2023-01-19T13:33:26,2023-01-19T13:33:26,2023-01-19T13:33:26,,,False,14133
09003106000462022,00508903000188-1-000324/2022,2022,324,00508903000188,,87693,JUSTICA FEDERAL DE PRIMEIRA INSTANCIA,,F,,J,,090031,,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO,,PE,,RECIFE,,2611606,,00046,8,6,Dispensa,False,5,5,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras",Dispensa elerônica foi deserta. ,0005750-84.2022,Prestadora de serviço especializado em manutenção de portas detectoras de metal do O Tribunal Regional Federal da 5ª Região.,True,1,Compra sem sigilo,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta,Não se aplica,2446.0,2446.0,2023-01-20T10:21:11,2023-01-20T10:21:11,2023-01-20T10:21:11,,,False,14133
09003106000452022,00508903000188-1-000325/2022,2022,325,00508903000188,,87693,JUSTICA FEDERAL DE PRIMEIRA INSTANCIA,,F,,J,,090031,,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO,,PE,,RECIFE,,2611606,,00045,8,6,Dispensa,False,5,5,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras",Dispesna Eletrônica Fracassada,0007945-42.2022,Aquisição materias marcenaria para o Tribunal Regional Federal da 5 Região.,True,1,Compra sem sigilo,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta,Não se aplica,1674.0,1674.0,2023-01-20T10:21:37,2023-01-20T10:21:37,2023-01-20T10:21:37,,,False,14133
92925106000012023,10571982000125-1-000003/2023,2023,3,10571982000125,,60381,ESTADO DE PERNAMBUCO,,E,,N,,929251,,CAMARA MUNICIPAL DE SAO BENTO DO UNA,,PE,,SÃO BENTO DO UNA,,2613008,,00001,8,6,Dispensa,False,5,5,19,"Lei 14.133/2021, Art. 75, II","Dispensa de Licitação: para contratação que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviços e compras","A contratação da referida empresa garantirá a continuidade dos serviços,  evitando, assim, prejuízos à Administração.",001,"Contratação de serviços técnicos de assessoria e consultoria na área de Recursos Humanos, inclusive a cessão de direito de uso de software, com suporte e execução de sistemas integrados de Gestão Pública nas áreas de Recursos Humanos, observando a rotina e função inerente ao Setor Pessoal.",True,1,Compra sem sigilo,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta,Não se aplica,15840.0,15840.0,2023-01-21T00:30:27,2023-01-21T00:30:27,2023-01-21T00:30:27,,,False,14133
